id,saleprice
2812,10528211.065161854
2080,13792980.131309899
1368,8327328.774915359
2376,12562577.95464505
659,9738042.265896786
1235,13257674.527652469
332,4111950.0183767434
1917,12335898.883774094
2094,13429285.816012744
1460,14469450.351647047
1471,19209254.254594028
1509,8708537.120453635
1922,13960308.576121282
433,35825803.879834674
460,16204893.809133234
1116,18419516.054699212
1137,15306388.881839423
53,12532920.771439236
2354,13704252.436355704
1475,14526671.640819067
1761,32291697.93239699
842,13464819.991858343
2739,20608160.753654838
2509,7346868.1983677475
1007,12080880.67228463
2610,13415993.900820471
1952,6837185.641344597
2719,20867663.03916074
2921,6953371.302102281
1966,14277858.773256257
292,6752163.191585908
1204,13601199.76261431
1829,17080372.48918208
2419,9284706.929997206
391,13740772.218712283
798,7936755.406598549
481,11072844.380472511
193,12660981.833134228
555,10604681.169762231
899,10982299.568924628
2357,10686510.109912956
328,13140668.578352451
1356,9088995.102538459
1154,10196450.179515574
1730,8692314.83050036
2249,12922768.668673245
1119,16927280.37863949
2856,11419848.886255125
1394,11678196.047142113
2587,14545333.741979444
61,19634745.52767977
2661,12397458.552335741
2711,11583106.59479225
1147,12187369.633485675
757,8293430.6461697435
2623,10992931.8458921
2378,10006916.598803481
1413,7759784.906790554
1722,14781399.237994885
1112,12094514.696372943
1623,14859524.896539323
1201,12451579.765792858
1513,9474043.839918463
957,23404431.539174944
1171,19972475.07616079
1145,12488360.995000264
2726,20517021.7764381
703,7103698.69882618
760,9337298.501764832
1964,11907130.924009854
2512,10467737.481281586
159,17347065.19591198
1281,12213148.388774622
468,8640541.44940161
290,10217574.708765915
665,10604772.895459877
1463,14251862.969984729
1792,13025767.830838272
923,17562202.546545856
500,17429439.188803546
1408,15155794.312448127
331,5959848.588758851
170,11153665.448595747
2192,10207143.146491418
2571,19467778.836858504
2314,12038952.792841645
2647,8312285.387842296
422,24408668.693142347
2457,31044816.12898799
1838,13709961.673202796
2805,13068780.359280415
1645,14139005.941138122
1711,14665045.28058789
2825,12397787.319072457
322,21656641.496563796
2103,20054002.413900673
342,12166508.485629216
600,12101721.131593127
488,11575641.132939368
1725,20084843.85114299
2246,22009043.503304873
2847,12122463.192380305
806,13940098.106688665
530,12383548.6212706
963,18261131.161938343
2678,8486380.125552459
171,6011572.664720334
2401,23820756.423202533
805,15593495.936011555
2259,22609379.436168924
1748,9689592.597587366
1361,9232480.747227648
1677,8983343.17318884
1406,13592867.274131296
2322,9673021.811118977
688,10967039.206339514
143,16804580.01375559
804,13820188.483621038
1214,17223706.405604415
2828,13769729.460274475
1999,16624240.068787223
2467,10259880.036928596
2665,11900817.358830499
1538,24858063.37656301
398,14402355.766227692
2822,14381952.379365249
2157,12535122.520126875
1856,18532189.853545267
1269,10977020.222183146
2570,13375808.24274118
2320,12500177.985133367
1517,9509059.456389619
2304,8176020.5167916035
1312,7596154.545734446
2012,10993367.723971773
506,13779852.824362049
2865,13139896.772777842
2367,6961827.87577336
554,8493759.259803545
238,15710705.340363847
1954,9172801.750179728
2488,13500684.191381993
2291,6097227.089240851
1969,9177364.083152862
2725,20294806.238395385
1482,12720418.002407335
2763,11170636.14424746
503,17454536.109066848
1584,18910378.95312876
1531,10431487.116400689
2210,12495504.149799854
459,23197731.67158447
556,13969045.781312611
1347,14120571.140382132
1290,6936218.491475214
1388,8651869.362500405
1571,24459666.87076909
2754,15661179.473484365
765,14434882.705697492
2494,12417646.249366684
2870,14698894.953738041
7,16434897.003290525
1114,20297168.44550962
2418,13200870.485180212
291,6451781.246380527
18,25609470.890313745
39,25705007.72316879
1001,18871113.504323155
2442,11857494.314030357
616,10608057.824732866
2680,5159325.682418191
1414,10878458.79475643
289,10758498.37346258
40,18018605.71009924
860,14956622.032017378
409,13628517.469539396
673,18266767.581698015
2427,12467521.727867663
2036,12519269.909140881
2564,10994682.129821736
642,17830740.600706622
1008,11068931.507191524
1908,10521389.140107477
2519,17124583.685131814
1369,10140843.084618744
2855,9504675.338473646
712,8111754.284909255
1943,9059669.435972165
1958,11127112.245447341
107,12729721.354954377
2295,25630350.541978426
704,6574335.04586267
676,11232713.846303506
259,11461370.349833716
93,20770597.65079561
106,14949726.330476537
2315,11130086.590966575
1050,9830404.413567858
1095,11701680.31788748
2709,16420585.13712753
758,7951530.334232535
1496,9284035.959896035
2370,7998324.025232696
2458,22304505.824820768
2733,18059605.089428823
161,20017535.942287765
726,10429048.192349166
845,17571173.67288276
947,15261009.271739896
2232,7603801.233626592
2563,10408596.599792153
2299,19119636.084809367
211,6761045.667666132
605,19895935.827531297
1478,12884222.537837893
2247,22312847.262104914
2274,23027518.11572193
2869,21313313.901483547
967,12329493.13122249
2656,12228679.412875496
667,15844728.542145655
1042,10260160.069262886
2023,11751675.419243312
2447,22690278.535740044
2055,9334996.624428678
2275,18991047.132621482
2204,8509584.394735185
1563,21452618.414418414
483,18562924.313933685
796,11760048.114740586
1526,8546317.723501153
2042,9439006.067656131
442,24954258.104181744
1693,14159560.67235987
1468,13576500.929282514
1430,18745288.053199995
2605,20219657.949013636
1529,9239701.168819286
335,14915575.53467201
1287,10089115.466162154
31,7188736.035029248
1785,23608699.15041533
82,10149051.009648502
2620,13911974.46945382
252,14653829.08055466
721,6209244.355333104
2165,13322373.679657348
2316,11923225.662304282
775,13673575.048628327
1558,15635547.197212728
17,15145739.957758319
1022,23398033.09486846
925,8738242.625212196
438,20695575.73957974
1270,16637547.125635898
1272,11709562.919517582
215,13065343.403692203
266,14291936.192906287
2402,16171795.85192718
1250,16108170.99380882
1984,13964231.483454304
1279,12470768.819155715
377,18003413.94022477
1252,15705347.317418193
2156,16816045.019478105
499,18904359.021299597
1374,7649984.429485692
2898,18830518.960659433
401,13798508.037939949
2721,17841985.82209256
2078,23676189.918328717
2589,10735976.581695642
1946,18447831.31112905
1334,7291244.16214736
2781,20726299.62267794
431,27609869.93206367
576,16884304.59981687
1474,12678326.824155757
2254,11579352.635603439
2155,22894491.87031133
885,12339890.119633056
643,11879194.273381606
1944,11691430.106516413
480,11349790.05964817
2845,11382134.808029622
2387,16329485.33830719
2407,14679667.276114514
2527,12195434.40877423
2514,7539043.248656584
629,14793584.93246882
80,14597587.694370173
1876,13896441.477556856
1546,7529676.911119291
2518,16916646.29304555
2347,16302748.92227812
783,18967452.046511866
1322,8287744.456018321
194,8754762.452665336
1770,20329567.93818477
2143,13868700.064171731
1229,12231799.893220725
511,23354828.348981686
46,17461079.713545058
1348,11610430.38434118
2465,10095544.909650678
387,13546741.819978306
873,18536909.320870504
1918,12903134.064451266
2764,13962225.613044072
2184,11348711.072253285
934,10162463.275881587
1920,13072620.699602235
2631,11065387.44504649
1768,31862621.018032588
2040,12982347.875222014
1749,10097506.067007614
834,14470274.455601046
1457,13890104.973979143
79,11870781.21318936
2302,10970412.4589671
1817,14339104.316405494
2755,19485844.537337225
359,10219341.70812816
2059,9307557.179896602
2092,16927966.588327594
2516,16082567.149213836
150,11602394.486458331
1656,12099969.261406846
83,11536375.298239978
2411,13639908.698333425
795,9649435.10074663
2312,12085722.690127868
2917,6698677.561133628
1624,9581825.250949353
2215,18995692.681961708
1211,17044023.44160507
1485,12521072.767392542
1024,15501344.229085578
570,17375133.094168473
2874,11993607.277321404
700,13478371.27204307
2756,18494678.16700802
2022,11285452.629108781
583,16192330.400102945
2392,18348614.091410875
2424,14565716.404940974
212,12660614.434522174
736,8330482.491385303
1610,16434175.329667062
890,13963939.040377544
467,8572442.51115432
578,15224795.310115024
1747,14885239.409595903
1149,13959009.04680378
2758,22924831.691758238
857,11137959.62739244
2219,15959722.881588275
733,8695568.329279583
2909,7933051.7703723395
1798,16823437.222717993
235,12361271.930557301
2366,10236159.062710486
1027,9806920.816537762
1195,13504267.857857376
1303,5665408.603716758
148,17737774.61294595
608,16925942.046296597
2515,9589669.989350561
821,19667946.624207176
2500,13981595.866729686
745,9506275.519862203
741,12973171.217592526
1611,10774088.29544805
2532,11963114.773069788
1081,20260014.94682077
1692,28272322.792594865
2520,15069934.64606865
276,12764246.769931126
1992,8207464.360703529
663,4577251.473730629
418,11542396.95455722
1733,7782025.385915633
2359,16050000.28612534
253,13807190.472519707
1518,12597740.348430287
2035,9798137.358008187
2919,4124500.6230570427
1540,14362417.03087337
2120,14932016.40542572
1674,14740329.863218058
256,12862984.173966104
2361,8603341.934653915
978,8542879.657092188
2280,10575774.589453029
2095,14458745.796838282
1709,19119473.878270585
2801,17352478.59328428
1246,8983427.385719012
2373,5672158.269083816
1055,23204975.305816345
2017,10883428.33567978
1099,12649673.90911224
1344,7308951.302115632
835,16527850.390181378
1117,14909764.123857107
2043,6821149.379717459
2085,10792786.50410349
410,10881858.844040804
2650,8709311.233644342
2867,11020662.590449601
1668,10639438.756090943
1161,9161456.428191105
2122,14013138.199980378
2539,14790179.751073347
1047,13216001.387710018
1445,11218139.7376192
541,8548149.847264085
569,17275149.741110373
1276,10131519.972957246
918,6319609.041065768
326,17184594.720080025
1936,10246252.44006258
895,10079697.912444487
257,14872398.497700203
1241,21445925.50825636
1545,9438676.601819584
1189,15961973.169770027
270,12668456.606707329
2066,18109756.297490936
693,8775222.070573488
1259,20144083.00679933
2916,14169659.024316028
2321,20166772.290715147
1977,11753249.382806428
1895,12766471.336162398
1240,14987466.318271413
85,17146226.911726687
1823,16592608.739872148
825,23317828.513571396
110,20161581.712654695
697,9541884.40290737
2297,9563831.476969523
1231,13904811.80135619
1355,10507732.82178163
968,25372792.451442078
584,19090791.60609972
1315,8236889.379441053
1606,14771359.10553525
206,10891928.138412446
1685,24112064.896718137
2016,10474468.648230178
869,13092077.928689376
2135,12159464.779374106
2346,14261183.31811713
2430,20652140.594978817
2198,7433607.827491672
2652,13348397.096484704
27,14635855.615672419
241,13296593.418560538
906,10813632.588631086
1506,4720658.868161151
2098,23153406.835375294
1435,20491097.69912287
2213,13314118.381466767
1274,12055456.982024752
743,6106348.565349005
1737,13803001.064180946
2797,17130440.14357112
2185,8792648.011492033
58,10636046.703748852
830,17128292.5648637
808,14665680.31716253
680,10968904.60614491
1153,11926310.00029005
1291,7707406.29935982
1818,19940356.383708052
2161,9487335.622737052
1883,11889323.978796633
350,31047086.72222926
2473,8680672.203355495
295,12978986.504095865
293,17068690.70638182
859,10546660.749414016
288,8676015.907194162
1578,9156963.38494549
102,10410279.25342856
2831,10053856.699549673
1030,14487535.51367143
2551,13719239.9655405
1286,12578188.59403687
958,23724314.067206975
776,12607705.107787447
72,19707948.049316205
2263,17817209.14151239
1866,15929286.633935468
2876,7967179.330558325
2146,15609525.021326091
103,10688343.714914093
1500,13451920.474886457
492,10339294.427221823
167,14413044.297367498
2597,10102070.68537647
2685,10024320.111222686
1035,14487351.402534714
1220,7565994.924940496
2602,11048942.017262917
2159,10097076.523524951
695,11625462.91461469
1109,17494448.585617676
640,19124673.70339745
1652,13921071.258816421
2090,12119820.088559983
1188,18164930.6340373
2345,17682776.892261025
1059,26219933.6606853
2751,16027448.082244096
128,19931372.81446381
1523,13134394.501106445
2925,20444029.56164788
2145,27549998.357438214
1121,15981999.443788005
566,15460414.775311684
565,16267739.420472156
1331,11042788.413826924
2928,9065839.070423648
156,12882001.938315213
797,11699976.420548748
327,7964749.404488857
2859,9415036.581433319
1453,11796608.960486937
1762,24602534.85363629
1868,18425478.14214119
1760,13417012.393900188
1113,18913649.633002523
1812,12952303.086803092
117,11315295.7419585
1142,22126207.297481127
2342,27372715.740199056
927,11817245.30952828
2478,12954867.813169055
655,8672682.104783112
2064,11200144.231569804
369,20043592.62282882
2239,9913954.86251031
2732,17912807.0618891
1653,16384751.945666997
959,12331314.528501583
2395,20991266.10298765
1412,9519202.84108416
271,17614612.337504525
1484,12604992.439629972
1497,16838708.54639199
552,11666723.362733966
2,14442520.07289476
1855,28923729.90355216
4,23471055.049075402
2292,14508392.143047305
134,13233020.855561703
646,12474201.51754318
42,19795017.021102328
532,19854661.82559046
713,5487133.66506853
2561,14576309.673028419
2360,12262557.077998837
1333,10029619.16527418
1407,15523335.245645957
2892,19028047.045420025
574,13734445.087444747
1227,18184630.73879009
2591,21345586.638023444
1476,18399040.976405676
1125,13433403.786872575
1446,13150100.543381812
408,8545350.522994429
1101,17976606.62491241
2251,18281736.176414434
373,18606511.648136407
2554,10741990.184311558
2382,18705376.857733347
1985,7982793.137734643
519,17933641.223802228
1093,10494001.187435487
864,13358062.562327242
2889,14547404.121863978
2308,24383708.616514143
986,12141900.819736987
1302,14550683.139552038
585,12901382.936577639
2708,13465938.456248613
147,14554794.493493645
1441,19483722.91837499
383,15733587.385090427
285,16301257.596556658
181,10930605.113396553
358,10631374.492405465
780,19127370.024368316
258,11551519.429299815
1865,17809788.60055123
692,9313693.904101204
2902,28703983.872355286
508,20677908.334184047
2638,12018196.433855724
36,10792480.277005235
611,18654780.990484808
2281,14667778.437533334
1678,6927432.357735231
1696,33085797.622805677
1557,6499310.105814845
2180,11057121.550585095
1726,14149329.043770103
951,14122714.152921325
267,14349675.661752688
2706,15699018.556228809
2221,21066156.226056363
1357,13114153.404821645
2901,25666816.43724356
347,11304059.56518404
2164,16201429.477934673
1586,20530564.39044491
360,12182892.774288543
1769,15762885.28075414
2617,14799428.068558525
1879,16797889.10162783
991,23125331.272277948
1535,9094626.300952855
1191,15899562.715280484
1579,10776973.768982114
1882,11340298.577912185
1510,11492567.20266314
2196,11044016.85767733
1845,10291085.737118842
2336,16939166.070644587
942,5825677.334276264
861,12100642.39549518
2555,9373444.194555327
1392,19808368.07394976
2099,20127990.549654603
1543,9687577.541241705
948,21923017.842774734
1239,18877817.373248853
22,15713026.349387381
2796,22373960.850319125
2747,18029676.51185646
92,15978967.54700138
210,17973921.240983877
1858,17792787.431839965
2228,14184804.777475925
447,16094396.773460304
827,22145726.722911254
1649,15329147.554271158
682,14050951.360814914
2698,10842453.594310349
494,8784056.894907607
214,7356469.253695227
2441,15068527.504349083
2679,12595154.799896283
1336,9917838.566922072
465,8857866.485047465
1524,8967851.908846024
2543,12762050.265976254
631,15232571.717132032
2452,18134051.148762845
228,11725115.507839242
126,18179094.217878625
1092,17944909.845074575
1122,14292240.400815787
932,21406872.687973116
1980,9964168.907644158
2171,12851939.688159596
551,9707416.97914404
2768,17190066.278603762
2056,10173529.403113585
1159,22025091.96190584
2645,12275556.525770172
1174,10579611.456345044
2266,15928670.87231716
2462,27259716.577885605
1219,13995689.329834606
2922,20669161.286359772
118,15245347.38446816
474,12281540.894680051
2576,14548440.934063189
872,23477464.166240282
1077,14289667.57368268
1536,12898401.966771437
1150,11369928.33038105
2341,25252086.03358227
1931,13022360.737938866
2785,11327860.332391223
2538,13678850.247021
597,14735713.548409713
464,11013577.747403076
233,20249156.59678627
2169,15543110.895413171
2123,11077882.008491332
1867,16714823.757704249
137,25975851.660333987
515,15395041.62566976
933,8816258.229971787
2784,18982580.840557132
972,15024014.264798414
599,14382598.374111697
2614,11095474.634322722
2582,14913122.507306617
1409,12147795.751753502
175,9017077.42519307
352,17066797.2243708
976,8611276.213192198
2134,10773036.277946264
984,8439967.027783142
2396,25477477.745788164
1673,11160150.648874199
404,11429710.303385695
607,16536797.178580252
814,18584201.893704277
868,10294059.164904477
2271,15495409.848748976
1633,17286479.1437944
337,14778431.540373424
2765,18652321.354073633
1746,21399400.4416734
368,23688156.35596874
2806,17820773.002429307
1662,14802115.368708286
1234,13707411.381822398
1373,12444691.90564813
1672,12405455.5499181
1939,12980727.57331631
